X,Y,fid,Bouguer_mG
-17.792257729678,28.6303904242108,1094,243
-17.7953244314274,28.6286100576124,1095,243
-17.7983955810775,28.6270012439083,1096,243
-17.8014620730687,28.6252207514688,1097,243
-17.8052881889672,28.6227376256965,1098,243
-17.8093177551143,28.6205935981492,1099,243
-17.8125783520865,28.6188088443663,1100,243
-17.8173717908441,28.6161336025713,1101,243
-17.8206458695391,28.6148635108487,1102,243
-17.8237299802425,28.6137690112689,1103,243
-17.8266563343412,28.6140513979131,1104,243
-17.8289992658397,28.6143459054294,1105,243
-17.8319256399245,28.6146281759821,1106,243
-17.8341063899935,28.616127933526,1107,243
-17.8366669345578,28.6172762858752,1108,243
-17.8384403605933,28.6180976697742,1109,243
-17.8409825033604,28.6185594950502,1110,243
-17.8436867578202,28.6178159241958,1111,243
-17.8461779664182,28.616389953256,1112,243
-17.8500675277262,28.6163081726391,1113,243
-17.8533736420912,28.6162385715425,1114,243
-17.8572631733873,28.6161565848747,1115,243
-17.8603934023565,28.6167773420363,1116,243
-17.8639079567991,28.6172181949098,1117,243
-17.8674365294185,28.6181737710957,1118,243
-17.8701779002323,28.6188025267361,1119,243
-17.8729239739102,28.6196028291513,1120,243
-17.8752858019098,28.6205829346954,1121,243
-17.8778000056285,28.6200144281288,1122,243
-17.8816755251705,28.6194169205967,1123,243
-17.885574467783,28.6196773191604,1124,243
-17.8900474464642,28.6195819520368,1125,243
-17.8939369754699,28.6194989043687,1126,243
-17.8972524910913,28.6197714283135,1127,243
-17.9017537587283,28.6207052774831,1128,243
-17.9045000640502,28.621504917991,1129,243
-17.9074408853534,28.622300324881,1130,243
-17.9095896205485,28.6225975821195,1131,243
-17.9122981047322,28.6220242663785,1132,243
-17.9149970673754,28.6211077019743,1133,243
-17.9178952001127,28.6203584953848,1134,243
-17.9215616644611,28.6192492579494,1135,243
-17.9250668916906,28.6193453038516,1136,243
-17.9277894727116,28.6192864792812,1137,243
-17.7586697183515,28.6418144369464,1138,238
-17.7621419230457,28.640054517513,1139,238
-17.7652229270644,28.6373750617863,1140,238
-17.7679418346341,28.6350300151512,1141,238
-17.7666339825676,28.636318301269,1142,238
-17.770442070468,28.6334369818817,1143,238
-17.7739164833311,28.6318030566763,1144,238
-17.7755823195675,28.6298758043302,1145,238
-17.7783402843997,28.6286833802275,1146,238
-17.7817015874762,28.6259640200096,1147,238
-17.7842249480979,28.6240190565841,1148,238
-17.7880448288941,28.6224259906715,1149,238
-17.792283430268,28.6204455695325,1150,238
-17.7956842214983,28.6192395583826,1151,238
-17.7990748857725,28.6176550542607,1152,238
-17.8020164978318,28.6153225193091,1153,238
-17.8066632152371,28.6125759921093,1154,238
-17.8043348578577,28.6137600680434,1155,238
-17.8089915178939,28.6113918795874,1156,238
-17.8115392143324,28.6103924857846,1157,238
-17.8153530889786,28.6086095052969,1158,238
-17.8134436459834,28.6094064057669,1159,238
-17.8179107554168,28.6079884074744,1160,238
-17.8206676132369,28.6067951906244,1161,238
-17.8230006766915,28.6058000590768,1162,238
-17.8253539563774,28.6055617000328,1163,238
-17.8275080374287,28.6058953811604,1164,238
-17.8292587044972,28.6071839901704,1165,238
-17.8316272231327,28.6075131252401,1166,238
-17.8337915184372,28.608225104183,1167,238
-17.8363897251141,28.609117270523,1168,238
-17.8389879719434,28.6100093837738,1169,238
-17.8417955646891,28.610707747141,1170,238
-17.8441692835125,28.6112258534763,1171,238
-17.8467267928947,28.6106042187815,1172,238
-17.8490596506167,28.6096086499267,1173,238
-17.8522295856705,28.6078382005559,1174,238
-17.8503204821154,28.6086356007046,1175,238
-17.8554147697881,28.6066352764729,1176,238
-17.8539345011948,28.6074236869679,1177,238
-17.8573391632103,28.6064054010138,1178,238
-17.8594984439884,28.606927761421,1179,238
-17.8620813940326,28.6072518322564,1180,238
-17.8648633355865,28.6070037318292,1181,238
-17.8674308699121,28.6067601126193,1182,238
-17.8689418799809,28.6071067335833,1183,238
-17.8704631927725,28.6078317268101,1184,238
-17.8726225492838,28.6083538710027,1185,238
-17.8747716141187,28.6084975908126,1186,238
-17.8773443039608,28.6084429764706,1187,238
-17.8792686535981,28.6082127902997,1188,238
-17.8818464939505,28.6083472841452,1189,238
-17.8842047751818,28.6082971000507,1190,238
-17.8869970039311,28.6084269309523,1191,238
-17.8889213195461,28.608196609056,1192,238
-17.8908456242707,28.6079662603944,1193,238
-17.8936274623658,28.6077175722153,1194,238
-17.8957817045661,28.6080501480441,1195,238
-17.8977059826307,28.6078197030989,1196,238
-17.8996198511588,28.607210851266,1197,238
-17.9017480775646,28.6065973825434,1198,238
-17.9043154522038,28.6063530704057,1199,238
-17.9062240372666,28.6055549406654,1200,238
-17.9085717753806,28.6051259598676,1201,238
-17.9111338672759,28.604692333771,1202,238
-17.9134920056238,28.6046416462138,1203,238
-17.9158605935341,28.6049692925366,1204,238
-17.9175808320778,28.6051215599173,1205,238
-17.9197350605871,28.6054537529297,1206,238
-17.9216749228976,28.6057905337442,1207,238
-17.755383967976,28.6287737632013,1208,233
-17.7566410087969,28.6276123004861,1209,233
-17.7583269202783,28.6264420934197,1210,233
-17.760012793593,28.6252718677354,1211,233
-17.7625564032718,28.6240841305458,1212,233
-17.7644665510992,28.6232879046317,1213,233
-17.7667906541869,28.621915259201,1214,233
-17.7688952918055,28.6203577502282,1215,233
-17.7712192691979,28.6189850366273,1216,233
-17.7733436813068,28.6181843087945,1217,233
-17.7752586096781,28.6175771531922,1218,233
-17.7780262357952,28.6167631753517,1219,233
-17.7801455563923,28.6157731376139,1220,233
-17.7824742651402,28.6145894562332,1221,233
-17.7848228989243,28.6141625733499,1222,233
-17.7873759292419,28.6133528226928,1223,233
-17.7901333233085,28.6121601948313,1224,233
-17.7933194737857,28.6109586741721,1225,233
-17.7958573073261,28.6095811514998,1226,233
-17.7973230475855,28.6082257231706,1227,233
-17.8000701403556,28.6066544959947,1228,233
-17.8026077757483,28.6052768593343,1229,233
-17.8045021576693,28.603912493226,1230,233
-17.8072339256925,28.6017735183391,1231,233
-17.8055489818029,28.6029442733898,1232,233
-17.8089238668524,28.6007919499948,1233,233
-17.8099806932027,28.6002021107552,1234,233
-17.8118799254917,28.5990268584196,1235,233
-17.8144323461061,28.5982166358953,1236,233
-17.8167652955497,28.5972216199009,1237,233
-17.8195269513171,28.5962176472011,1238,233
-17.8220691184981,28.5950288825941,1239,233
-17.8242229756747,28.5953626323105,1240,233
