longitude,latitude,A (mGal)
55.29260367439395,-21.13512725749376,247.5
55.292955042777606,-21.136063356168567,247.5
55.29330895327211,-21.136998635464757,247.5
55.29366286376662,-21.137933914760943,247.5
55.294016774261124,-21.138869194057133,247.5
55.294370684755634,-21.13980447335332,247.5
55.29510317131859,-21.140475498073574,247.5
55.2958590833127,-21.141130171318142,247.5
55.29661499530681,-21.14178484456271,247.5
55.29737090730093,-21.14243951780728,247.5
55.29812681929504,-21.143094191051848,247.5
55.298888935920246,-21.14374154211901,247.5
55.299658788515345,-21.14437976385306,247.5
55.30042864111045,-21.14501798558711,247.5
55.30119849370555,-21.145656207321164,247.5
55.301968346300654,-21.146294429055214,247.5
55.30273819889575,-21.146932650789264,247.5
55.30350805149086,-21.147570872523314,247.5
55.30427790408596,-21.148209094257368,247.5
55.30504775668106,-21.148847315991418,247.5
55.30581760927616,-21.149485537725468,247.5
55.30658746187126,-21.150123759459518,247.5
55.307357314466365,-21.15076198119357,247.5
55.308127167061464,-21.151400202927622,247.5
55.30889701965657,-21.152038424661672,247.5
55.30966687225167,-21.152676646395722,247.5
55.310436724846774,-21.153314868129772,247.5
55.31120657744187,-21.153953089863826,247.5
55.31196309759326,-21.154604548786427,247.5
55.31259578297327,-21.155378957728733,247.5
55.31322846835327,-21.156153366671038,247.5
55.313861153733285,-21.156927775613344,247.5
55.3144938391133,-21.15770218455565,247.5
55.3151265244933,-21.158476593497955,247.5
55.31575920987331,-21.15925100244026,247.5
55.316391895253325,-21.160025411382566,247.5
55.31702458063333,-21.160799820324872,247.5
55.31765726601334,-21.161574229267174,247.5
55.318289951393346,-21.16234863820948,247.5
55.31892263677336,-21.163123047151785,247.5
55.31955532215337,-21.16389745609409,247.5
55.320188007533375,-21.164671865036397,247.5
55.32082069291339,-21.165446273978702,247.5
55.32143670331918,-21.166231374396673,247.5
55.32187640642522,-21.167129517580435,247.5
55.32231610953126,-21.1680276607642,247.5
55.3227558126373,-21.16892580394796,247.5
55.323195515743336,-21.16982394713172,247.5
55.32363521884938,-21.170722090315486,247.5
55.32407492195542,-21.171620233499247,247.5
55.32451462506146,-21.17251837668301,247.5
55.3249543281675,-21.173416519866773,247.5
55.32539403127354,-21.174314663050534,247.5
55.32583373437958,-21.175212806234295,247.5
55.32627343748562,-21.17611094941806,247.5
55.32671314059166,-21.17700909260182,247.5
55.327152843697704,-21.177907235785582,247.5
55.32759254680374,-21.178805378969347,247.5
55.32773091684982,-21.179790959409367,247.5
55.32784025477466,-21.180784964046275,247.5
55.32794959269948,-21.181778968683183,247.5
55.328058930624316,-21.182772973320088,247.5
55.32816826854915,-21.183766977956996,247.5
55.32827760647398,-21.184760982593904,247.5
55.32838694439881,-21.185754987230812,247.5
55.32849628232364,-21.18674899186772,247.5
55.328605620248474,-21.187742996504628,247.5
55.32871495817331,-21.188737001141533,247.5
55.328837993607,-21.189727668024968,247.5
55.32919819024814,-21.19066054442606,247.5
55.329558386889275,-21.19159342082715,247.5
55.329918583530414,-21.19252629722824,247.5
